study_accession	sample_accession	experiment_accession	run_accession	scientific_name	read_count	base_count	run_alias	fastq_ftp	sample_alias
PRJEB14847	SAMEA4347617	ERX1610218	ERR1539552	gut metagenome	26159228	5179154254	run_AWF_VQOSW_2_HAYJVADXX.IND16	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539552/ERR1539552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539552/ERR1539552_2.fastq.gz	sample_AWF_749906_B1_088
PRJEB14847	SAMEA4347628	ERX1610224	ERR1539402	gut metagenome	20925462	4150590337	run_AWF_ABDOSW_1_HAYJVADXX.IND37	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539402/ERR1539402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539402/ERR1539402_2.fastq.gz	sample_AWF_749906_A1_120
PRJEB14847	SAMEA4347496	ERX1610405	ERR1539558	gut metagenome	22365511	4330022508	run_AWF_LGOSW_1_D14MKACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539558/ERR1539558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539558/ERR1539558_2.fastq.gz	sample_AWF_749906_B1_013
PRJEB14847	SAMEA4347512	ERX1610102	ERR1539403	gut metagenome	22864212	4545168751	run_AWF_VAOSW_1_HAY78ADXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539403/ERR1539403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539403/ERR1539403_2.fastq.gz	sample_AWF_749906_A1_099
PRJEB14847	SAMEA4347712	ERX1610330	ERR1539563	gut metagenome	22694382	4476323799	run_AWF_AABOSW_1_HAYK5ADXX.IND22	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539563/ERR1539563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539563/ERR1539563_2.fastq.gz	sample_AWF_749906_B1_176
PRJEB14847	SAMEA4347482	ERX1610357	ERR1539409	gut metagenome	22880316	4526526265	run_AWF_KNOSW_4_C0UW8ACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539409/ERR1539409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539409/ERR1539409_2.fastq.gz	sample_AWF_749906_A1-094
PRJEB14847	SAMEA4347620	ERX1610360	ERR1539413	gut metagenome	28587738	5581667096	run_AWF_SKOSW_2_C4VR1ACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539413/ERR1539413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539413/ERR1539413_2.fastq.gz	sample_AWF_749906_A1-020
PRJEB14847	SAMEA4347503	ERX1610306	ERR1539564	gut metagenome	19142160	3800988124	run_AWF_BIOSW_2_C0KU9ACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539564/ERR1539564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539564/ERR1539564_2.fastq.gz	sample_AWF_749906_B1-051
PRJEB14847	SAMEA4347542	ERX1610181	ERR1539565	gut metagenome	21633932	4249078912	run_AWF_QGOSW_2_C1JJBACXX.IND22	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539565/ERR1539565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539565/ERR1539565_2.fastq.gz	sample_AWF_749906_B1 066
PRJEB14847	SAMEA4347707	ERX1610374	ERR1539417	gut metagenome	12775511	2522809647	run_AWF_AASOSW_2_HAYK5ADXX.IND31	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539417/ERR1539417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539417/ERR1539417_2.fastq.gz	sample_AWF_749906_A1_047
PRJEB14847	SAMEA4347726	ERX1610440	ERR1539571	gut metagenome	16439279	3245661853	run_AWF_VVOSW_1_HAYJ5ADXX.IND20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539571/ERR1539571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539571/ERR1539571_2.fastq.gz	sample_AWF_749906_A1_177
PRJEB14847	SAMEA4347739	ERX1610202	ERR1539420	gut metagenome	10537723	2082378139	run_AWF_AAEOSW_2_HAYK8ADXX.IND25	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539420/ERR1539420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539420/ERR1539420_2.fastq.gz	sample_AWF_749906_A1_186
PRJEB14847	SAMEA4347619	ERX1610342	ERR1539572	gut metagenome	36777448	3568160628	run_AWF_AQOSW_5_C0BMEACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539572/ERR1539572.fastq.gz	sample_AWF_749906_A1-141
PRJEB14847	SAMEA4347649	ERX1610380	ERR1539422	gut metagenome	23506587	4666162856	run_AWF_ABEOSW_1_HAYJVADXX.IND38	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539422/ERR1539422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539422/ERR1539422_2.fastq.gz	sample_AWF_749906_A1_132
PRJEB14847	SAMEA4347514	ERX1610370	ERR1539576	gut metagenome	28921820	5717073451	run_AWF_VPOSW_2_HAYJVADXX.IND15	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539576/ERR1539576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539576/ERR1539576_2.fastq.gz	sample_AWF_749906_A1_090
PRJEB14847	SAMEA4347635	ERX1610308	ERR1539424	gut metagenome	39309536	7614194289	run_AWF_ABOSW_3_D0AE5ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539424/ERR1539424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539424/ERR1539424_2.fastq.gz	sample_AWF_749906_A1-011
PRJEB14847	SAMEA4347516	ERX1610147	ERR1539577	gut metagenome	28446772	5627044342	run_AWF_ITOSW_3_C0UW8ACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539577/ERR1539577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539577/ERR1539577_2.fastq.gz	sample_AWF_749906_B1-165
PRJEB14847	SAMEA4347575	ERX1610364	ERR1539433	gut metagenome	29317941	5678177800	run_AWF_TFOSW_4_C4VR1ACXX.IND20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539433/ERR1539433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539433/ERR1539433_2.fastq.gz	sample_AWF_749906_B1-019
PRJEB14847	SAMEA4347691	ERX1610300	ERR1539434	gut metagenome	26103291	5071632686	run_AWF_MPOSW_5_D14FJACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539434/ERR1539434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539434/ERR1539434_2.fastq.gz	sample_AWF_749906_A1_034
PRJEB14847	SAMEA4347457	ERX1610301	ERR1539578	gut metagenome	19603049	3879503878	run_AWF_BGOSW_1_C0KU9ACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539578/ERR1539578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539578/ERR1539578_2.fastq.gz	sample_AWF_749906_B1-031
PRJEB14847	SAMEA4347704	ERX1610182	ERR1539581	gut metagenome	20986170	4161753546	run_AWF_CCOSW_1_C0KU9ACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539581/ERR1539581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539581/ERR1539581_2.fastq.gz	sample_AWF_749906_B1-181
PRJEB14847	SAMEA4347731	ERX1610103	ERR1539438	gut metagenome	28684940	5583949512	run_AWF_LROSW_3_D14FJACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539438/ERR1539438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539438/ERR1539438_2.fastq.gz	sample_AWF_749906_A1_173
PRJEB14847	SAMEA4347627	ERX1610419	ERR1539594	gut metagenome	23380583	4549922041	run_AWF_MFOSW_2_D14RHACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539594/ERR1539594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539594/ERR1539594_2.fastq.gz	sample_AWF_749906_A1_125
PRJEB14847	SAMEA4347610	ERX1610210	ERR1539442	gut metagenome	27410177	5311357484	run_AWF_MVOSW_5_D14FJACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539442/ERR1539442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539442/ERR1539442_2.fastq.gz	sample_AWF_749906_B1_084
PRJEB14847	SAMEA4347593	ERX1610234	ERR1539443	gut metagenome	26707347	5255529575	run_AWF_TCOSW_4_C4UJUACXX.IND17	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539443/ERR1539443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539443/ERR1539443_2.fastq.gz	sample_AWF_749906_B1-003
PRJEB14847	SAMEA4347594	ERX1610361	ERR1539596	gut metagenome	23765534	4727933699	run_AWF_VBOSW_1_HAY78ADXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539596/ERR1539596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539596/ERR1539596_2.fastq.gz	sample_AWF_749906_A1_100
PRJEB14847	SAMEA4347676	ERX1610141	ERR1539444	gut metagenome	26179198	5189735126	run_AWF_LNOSW_1_HAYK8ADXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539444/ERR1539444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539444/ERR1539444_2.fastq.gz	sample_AWF_749906_A1_023
PRJEB14847	SAMEA4347470	ERX1610260	ERR1539598	gut metagenome	7749428	1527166115	run_AWF_TPOSW_2_HAYK8ADXX.IND28	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539598/ERR1539598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539598/ERR1539598_2.fastq.gz	sample_AWF_749906_B1-039
PRJEB14847	SAMEA4347622	ERX1610242	ERR1539448	gut metagenome	34955907	6782618435	run_AWF_ACOSW_3_D0AE5ACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539448/ERR1539448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539448/ERR1539448_2.fastq.gz	sample_AWF_749906_A1-021
PRJEB14847	SAMEA4347597	ERX1610284	ERR1539600	gut metagenome	27318952	5354834157	run_AWF_FAOSW_2_D11TTACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539600/ERR1539600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539600/ERR1539600_2.fastq.gz	sample_AWF_749906_A1-152
PRJEB14847	SAMEA4347570	ERX1610157	ERR1539449	gut metagenome	20900985	4143766260	run_AWF_PGOSW_2_C1K1EACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539449/ERR1539449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539449/ERR1539449_2.fastq.gz	sample_AWF_749906_B1 008-2
PRJEB14847	SAMEA4347705	ERX1610358	ERR1539601	gut metagenome	20099439	3988632548	run_AWF_BKOSW_2_C0KU9ACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539601/ERR1539601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539601/ERR1539601_2.fastq.gz	sample_AWF_749906_B1-061
PRJEB14847	SAMEA4347637	ERX1610119	ERR1539450	gut metagenome	20781244	4038393736	run_AWF_SHOSW_2_C4VR1ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539450/ERR1539450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539450/ERR1539450_2.fastq.gz	sample_AWF_749906_A1-010
PRJEB14847	SAMEA4347466	ERX1610148	ERR1539603	gut metagenome	20050419	3981062907	run_AWF_VGOSW_2_HAY78ADXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539603/ERR1539603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539603/ERR1539603_2.fastq.gz	sample_AWF_749906_A1_079
PRJEB14847	SAMEA4347487	ERX1610139	ERR1539451	gut metagenome	27632767	5351278803	run_AWF_MQOSW_5_D14FJACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539451/ERR1539451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539451/ERR1539451_2.fastq.gz	sample_AWF_749906_A1_084
PRJEB14847	SAMEA4347500	ERX1610270	ERR1539605	gut metagenome	11925632	2345104954	run_AWF_AATOSW_2_HAYK5ADXX.IND32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539605/ERR1539605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539605/ERR1539605_2.fastq.gz	sample_AWF_749906_A1_082
PRJEB14847	SAMEA4347521	ERX1610220	ERR1539452	gut metagenome	37801004	7350496637	run_AWF_SEOSW_7_C2420ACXX.IND24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539452/ERR1539452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539452/ERR1539452_2.fastq.gz	sample_AWF_749906_B1-167
PRJEB14847	SAMEA4347674	ERX1610167	ERR1539606	gut metagenome	24843825	4820442234	run_AWF_LTOSW_1_D14RHACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539606/ERR1539606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539606/ERR1539606_2.fastq.gz	sample_AWF_749906_B1_073
PRJEB14847	SAMEA4347526	ERX1610128	ERR1539607	gut metagenome	24956033	4891570446	run_AWF_FQOSW_3_D11TTACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539607/ERR1539607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539607/ERR1539607_2.fastq.gz	sample_AWF_749906_B1-162
PRJEB14847	SAMEA4347486	ERX1610411	ERR1539608	gut metagenome	24046308	4760217493	run_AWF_VNOSW_2_HAYJVADXX.IND14	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539608/ERR1539608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539608/ERR1539608_2.fastq.gz	sample_AWF_749906_A1_089
PRJEB14847	SAMEA4347658	ERX1610227	ERR1539453	gut metagenome	26343676	5119389609	run_AWF_ESOSW_3_C0UT3ACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539453/ERR1539453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539453/ERR1539453_2.fastq.gz	sample_AWF_749906_A1-002
PRJEB14847	SAMEA4347596	ERX1610377	ERR1539455	gut metagenome	32009503	6227099406	run_AWF_SQOSW_2_C4VR1ACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539455/ERR1539455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539455/ERR1539455_2.fastq.gz	sample_AWF_749906_A1-036
PRJEB14847	SAMEA4347547	ERX1610317	ERR1539459	gut metagenome	26326421	5165217265	run_AWF_IMOSW_4_D11TTACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539459/ERR1539459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539459/ERR1539459_2.fastq.gz	sample_AWF_749906_A1-065
PRJEB14847	SAMEA4347584	ERX1610257	ERR1539465	gut metagenome	26446652	5233630210	run_AWF_IPOSW_3_C0UW8ACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539465/ERR1539465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539465/ERR1539465_2.fastq.gz	sample_AWF_749906_A1-165
PRJEB14847	SAMEA4347560	ERX1610223	ERR1539466	gut metagenome	26642170	5173266341	run_AWF_ETOSW_3_C0UT3ACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539466/ERR1539466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539466/ERR1539466_2.fastq.gz	sample_AWF_749906_A1-052
PRJEB14847	SAMEA4347460	ERX1610366	ERR1539470	gut metagenome	30403658	5921472407	run_AWF_PVOSW_6_C1KG9ACXX.IND22	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539470/ERR1539470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539470/ERR1539470_2.fastq.gz	sample_AWF_749906_B1-159
PRJEB14847	SAMEA4347563	ERX1610231	ERR1539472	gut metagenome	41937909	3851999352	run_AWF_BEOSW_2_C0BCMACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539472/ERR1539472.fastq.gz	sample_AWF_749906_B1-011
PRJEB14847	SAMEA4347671	ERX1610421	ERR1539473	gut metagenome	39214046	7706334349	run_AWF_ABBOSW_1_HAYJ5ADXX.IND35	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539473/ERR1539473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539473/ERR1539473_2.fastq.gz	sample_AWF_749906_B1_072
PRJEB14847	SAMEA4347650	ERX1610217	ERR1539475	gut metagenome	24985680	4872384390	run_AWF_HTOSW_2_C0UT3ACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539475/ERR1539475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539475/ERR1539475_2.fastq.gz	sample_AWF_749906_C1-012
PRJEB14847	SAMEA4347598	ERX1610249	ERR1539478	gut metagenome	36355407	7053012143	run_AWF_ADOSW_3_D0AE5ACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539478/ERR1539478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539478/ERR1539478_2.fastq.gz	sample_AWF_749906_A1-031
PRJEB14847	SAMEA4347644	ERX1610302	ERR1539479	gut metagenome	26152811	5102296081	run_AWF_LAOSW_3_C0UT3ACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539479/ERR1539479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539479/ERR1539479_2.fastq.gz	sample_AWF_749906_C1-016
PRJEB14847	SAMEA4347727	ERX1610328	ERR1539483	gut metagenome	23756182	4691472728	run_AWF_AAAOSW_1_HAYK5ADXX.IND21	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539483/ERR1539483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539483/ERR1539483_2.fastq.gz	sample_AWF_749906_A1_178
PRJEB14847	SAMEA4347483	ERX1610401	ERR1539484	gut metagenome	9445504	1870794438	run_AWF_AAVOSW_2_HAYK8ADXX.IND33	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539484/ERR1539484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539484/ERR1539484_2.fastq.gz	sample_AWF_749906_A1_087
PRJEB14847	SAMEA4347678	ERX1610235	ERR1539488	gut metagenome	28469684	5530213840	run_AWF_MIOSW_4_D14FJACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539488/ERR1539488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539488/ERR1539488_2.fastq.gz	sample_AWF_749906_B1_075
PRJEB14847	SAMEA4347663	ERX1610244	ERR1539491	gut metagenome	34500270	6726262239	run_AWF_SFOSW_2_C4VR1ACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539491/ERR1539491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539491/ERR1539491_2.fastq.gz	sample_AWF_749906_A1-003
PRJEB14847	SAMEA4347717	ERX1610186	ERR1539492	gut metagenome	28543731	5525261123	run_AWF_MCOSW_3_D14FJACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539492/ERR1539492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539492/ERR1539492_2.fastq.gz	sample_AWF_749906_C1_029
PRJEB14847	SAMEA4347621	ERX1610127	ERR1539610	gut metagenome	27087726	5291416200	run_AWF_HBOSW_1_D11TTACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539610/ERR1539610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539610/ERR1539610_2.fastq.gz	sample_AWF_749906_A1-143
PRJEB14847	SAMEA4347464	ERX1610117	ERR1539494	gut metagenome	22655990	4500948205	run_AWF_VIOSW_2_HAY78ADXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539494/ERR1539494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539494/ERR1539494_2.fastq.gz	sample_AWF_749906_B1_ 078
PRJEB14847	SAMEA4347672	ERX1610274	ERR1539498	gut metagenome	23530108	4598361997	run_AWF_GHOSW_1_C0UT3ACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539498/ERR1539498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539498/ERR1539498_2.fastq.gz	sample_AWF_749906_C1-026
PRJEB14847	SAMEA4347723	ERX1610246	ERR1539612	gut metagenome	26545834	5164753251	run_AWF_MGOSW_2_D14RHACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539612/ERR1539612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539612/ERR1539612_2.fastq.gz	sample_AWF_749906_A1_175
PRJEB14847	SAMEA4347673	ERX1610271	ERR1539503	gut metagenome	23041253	4500333409	run_AWF_FSOSW_1_C0UT3ACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539503/ERR1539503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539503/ERR1539503_2.fastq.gz	sample_AWF_749906_C1-023
PRJEB14847	SAMEA4347585	ERX1610337	ERR1539615	gut metagenome	20447095	4056279798	run_AWF_GVOSW_1_HAYK8ADXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539615/ERR1539615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539615/ERR1539615_2.fastq.gz	sample_AWF_749906_A1-043
PRJEB14847	SAMEA4347502	ERX1610280	ERR1539504	gut metagenome	30094555	5855405731	run_AWF_PSOSW_6_C1KG9ACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539504/ERR1539504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539504/ERR1539504_2.fastq.gz	sample_AWF_749906_B1-059
PRJEB14847	SAMEA4347475	ERX1610232	ERR1539618	gut metagenome	26306409	5211064974	run_AWF_KTOSW_4_C0UW8ACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539618/ERR1539618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539618/ERR1539618_2.fastq.gz	sample_AWF_749906_B1-144
PRJEB14847	SAMEA4347539	ERX1610277	ERR1539505	gut metagenome	25302144	4978919265	run_AWF_GMOSW_3_D11TTACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539505/ERR1539505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539505/ERR1539505_2.fastq.gz	sample_AWF_749906_A1-183
PRJEB14847	SAMEA4347690	ERX1610283	ERR1539622	gut metagenome	22209679	4385531775	run_AWF_NTOSW_1_C1K1EACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539622/ERR1539622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539622/ERR1539622_2.fastq.gz	sample_AWF_749906_A1 058
PRJEB14847	SAMEA4347586	ERX1610104	ERR1539506	gut metagenome	32085922	3105946383	run_AWF_BROSW_4_C0BCMACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539506/ERR1539506.fastq.gz	sample_AWF_749906_B1-121
PRJEB14847	SAMEA4347689	ERX1610275	ERR1539507	gut metagenome	24670101	4817127421	run_AWF_HGOSW_4_D11TTACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539507/ERR1539507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539507/ERR1539507_2.fastq.gz	sample_AWF_749906_B1-193
PRJEB14847	SAMEA4347580	ERX1610392	ERR1539623	gut metagenome	25796564	5052845564	run_AWF_RMOSW_3_C1JJBACXX.IND13	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539623/ERR1539623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539623/ERR1539623_2.fastq.gz	sample_AWF_749906_A1-168
PRJEB14847	SAMEA4347608	ERX1610279	ERR1539510	gut metagenome	25968785	5056330994	run_AWF_LBOSW_3_C0UT3ACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539510/ERR1539510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539510/ERR1539510_2.fastq.gz	sample_AWF_749906_C1-036
PRJEB14847	SAMEA4347688	ERX1610340	ERR1539511	gut metagenome	30484302	2956957412	run_AWF_BLOSW_3_C0BCMACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539511/ERR1539511.fastq.gz	sample_AWF_749906_B1-071
