Abundance,1000IBD00135,1000IBD00599,1000IBD00046,1000IBD00556,1000IBD00269,1000IBD00563,1000IBD00689,1000IBD00613,1000IBD00680,1000IBD00060,1000IBD00407,1000IBD00610,1000IBD00132,1000IBD00670,1000IBD00565,1000IBD00682,1000IBD00017,1000IBD00256,1000IBD00577,1000IBD00387,1000IBD00053,1000IBD00645,1000IBD00121
s__Candidatus_Cryptoclostridium_obscurum,,,,,,,,,,,0.07028,0,0,0,0,0,0,0,0,0,0,0,0.0302
s__Clostridium_sp_NSJ_42,,,,,,,,,,,0.06628,0,0,0,0,0.19188,0,0,0,0,0,0,0
s__Streptococcus_SGB14137,,,,,,,,,,,0.06299,0,0,0,0,0,0,0,0,0,0,0,0
s__Enterocloster_SGB14313,,,,,,,,,,,0.0616,0,0,0,0,0,0,0,0,0,0,0,0.10294
s__GGB3343_SGB4423,,,,,,,,,,,0.06099,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9767_SGB15385,,,,,,,,,,,0.06002,0,0,0,0,0,0,0,0.19741,0,0,0,0
s__GGB9608_SGB15041,,,,,,,,,,,0.05906,0,0,0,0,0.00899,0,0,0.00101,0,0,0,0.1902
s__GGB9303_SGB14264,,,,,,,,,,,0.05789,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB39037_SGB4393,,,,,,,,,,,0.05605,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB2999_SGB3990,,,,,,,,,,,0.05394,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB33544_SGB53490,,,,,,,,,,,0.05311,0,0,0,0,0,0,0,0,0,0,0,0
s__Lawsonella_clevelandensis,,,,,,,,,,,0.0523,0,0,0,0,0,0,0,0,0,0,0,0
s__Candidatus_Pseudoscilispira_falkowii,,,,,,,,,,,0.05184,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerococcus_obesiensis,,,,,,,,,,,0.04928,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB13404_SGB14252,,,,,,,,,,,0.04783,0,0,0,0,0,0,0,0,0,0,0,0.02828
s__Parabacteroides_goldsteinii,,,,,,,,,,,0.04705,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteria_unclassified_SGB54310,,,,,,,,,,,0.04527,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB2977_SGB3959,,,,,,,,,,,0.0431,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9117_SGB14050,,,,,,,,,,,0.03524,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB74703_SGB54323,,,,,,,,,,,0.0337,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9819_SGB15460,,,,,,,,,,,0.03214,0,0,0,0,0.02023,0,0,0,0,0,0,0
s__Atopobium_deltae,,,,,,,,,,,0.03107,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9551_SGB14958,,,,,,,,,,,0.02724,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9290_SGB14247,,,,,,,,,,,0.02571,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB6512_SGB9198,,,,,,,,,,,0.02516,0,0,0,0,0,0,0,0,0,0,0,0
s__Oscillibacter_SGB15077,,,,,,,,,,,0.02453,0,0,0,0,0,0,0,0,0,0,0,0.14684
s__Clostridium_sp_1001270H_150608_G6,,,,,,,,,,,0.02355,0,0,0,0,2.14663,0,0,0,2.88549,0,0,0
s__GGB9291_SGB14248,,,,,,,,,,,0.02351,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB71580_SGB98325,,,,,,,,,,,0.02306,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9076_SGB13998,,,,,,,,,,,0.02131,0,0,0,0,0,0,0,0,0,0,0,0
s__Limosilactobacillus_SGB61600,,,,,,,,,,,0.02079,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3340_SGB4419,,,,,,,,,,,0.0206,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB51960_SGB72480,,,,,,,,,,,0.02057,0,0,0,0,0,0,0,0,0,0,0,0
s__Gemmiger_SGB15295,,,,,,,,,,,0.01933,0,0,0,0,0.5439,0,0,0,0,0,0,0
s__GGB42378_SGB59548,,,,,,,,,,,0.01907,0,0,0,0,0,0,0,0,0,0,0,0.00343
s__GGB9495_SGB14892,,,,,,,,,,,0.01869,0,0,0,0,0,0,0,0.00088,0,0,0,0
s__GGB3123_SGB4135,,,,,,,,,,,0.01748,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB77437_SGB9391,,,,,,,,,,,0.01743,0,0.00109,0,0,0,0,0,0,0,0,0,0
s__Dialister_micraerophilus,,,,,,,,,,,0.01614,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9695_SGB15209,,,,,,,,,,,0.01309,0,0,0.02499,0,0,0,0,0,0.00167,0,0,0
s__GGB45491_SGB63163,,,,,,,,,,,0.01193,0,0,0,0,0,0,0,0,0,0,0,0.01277
s__GGB10692_SGB17347,,,,,,,,,,,0.00829,0,0,0,0,0,0,0,0,0,0,0,0
s__Prevotella_timonensis,,,,,,,,,,,0.00765,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3678_SGB4992,,,,,,,,,,,0.00693,0,0,0,0,0,0,0,0,0,0.01432,0,0.07761
s__Candidatus_Paralachnospira_caecorum,,,,,,,,,,,0.00677,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9531_SGB14932,,,,,,,,,,,0.00602,0,0,0,0.0157,0,0,0,0,0,0,0,0
s__GGB4703_SGB6510,,,,,,,,,,,0.00517,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB31234_SGB14869,,,,,,,,,,,0.00314,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9209_SGB14148,,,,,,,,,,,0.00212,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB4197_SGB5684,,,,,,,,,,,0.00186,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9634_SGB15097,,,,,,,,,,,0.00164,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14306,,,,,,,,,,,3.85622,0,0,0,0,0,0,0,0,0,0,0,0.00423
t__SGB4365,,,,,,,,,,,2.89044,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5065,,,,,,,,,,,2.7381,0,0,0,0,2.41751,0,0,0,0.63117,0,0,0
t__SGB6817,,,,,,,,,,,2.42303,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1822,,,,,,,,,,,1.61575,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1636,,,,,,,,,,,1.49056,0,0,0,0,1.51564,0,0,0,0,0,0,0
t__SGB14372,,,,,,,,,,,1.35734,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB66067,,,,,,,,,,,1.07381,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14099,,,,,,,,,,,1.05551,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15180,,,,,,,,,,,0.93936,0,0.42206,0,0,0.03456,0,0,0,0,0,0,0
t__SGB5852,,,,,,,,,,,0.8783,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6783,,,,,,,,,,,0.82344,0,0,0.32944,0,0,0,0,0,0.94069,0,0,0
t__SGB15278,,,,,,,,,,,0.78933,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15478,,,,,,,,,,,0.75712,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1846,,,,,,,,,,,0.74056,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15075,,,,,,,,,,,0.71999,0,0,0,0,0,0,0,0,0,0,0,0.07534
t__SGB5743,,,,,,,,,,,0.57185,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5809,,,,,,,,,,,0.56688,0,0,0,0,1.7694,0,0,0,0,0,0,0
t__SGB14389,,,,,,,,,,,0.55646,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6826,,,,,,,,,,,0.55224,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3989,,,,,,,,,,,0.52177,0,0,0,0,0.0195,0,0,0,0,0,0,0
t__SGB5904,,,,,,,,,,,0.47447,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4604,,,,,,,,,,,0.44042,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14024,,,,,,,,,,,0.43313,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5066,,,,,,,,,,,0.40166,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1792,,,,,,,,,,,0.36128,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5858,,,,,,,,,,,0.35658,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB9281,,,,,,,,,,,0.27456,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14298,,,,,,,,,,,0.25025,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15106,,,,,,,,,,,0.22654,0,0,0,0,1.39989,0,0,0,1.55262,0,0,0
t__SGB1475,,,,,,,,,,,0.21496,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB8026,,,,,,,,,,,0.21141,0,0,0,0,0,0,0,0,0.01808,0,0,0
t__SGB1587,,,,,,,,,,,0.19833,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14221,,,,,,,,,,,0.19808,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15356,,,,,,,,,,,0.19582,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3978,,,,,,,,,,,0.19305,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB2239,,,,,,,,,,,0.18747,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14846,,,,,,,,,,,0.18284,0,0,0,0,0,0,0,0,0,0,0,0.01061
t__SGB6697,,,,,,,,,,,0.18054,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5060,,,,,,,,,,,0.16952,0.0225,0,0.07119,0,0.03885,0,0,0,0,0,0,0
t__SGB8779,,,,,,,,,,,0.1639,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6014,,,,,,,,,,,0.15471,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15403,,,,,,,,,,,0.14936,0,0,0,0,0,0,0,0,0,0,0,0.00044
t__SGB4229,,,,,,,,,,,0.14443,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15134,,,,,,,,,,,0.13869,0,0,0,0,0,0,0,0,0,0,0,0.14818
t__SGB13825,,,,,,,,,,,0.13127,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14311,,,,,,,,,,,0.1279,0,0,0,0,0,0,0,0,0,0,0,0.31075
t__SGB1666,,,,,,,,,,,0.11011,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15256,,,,,,,,,,,0.08604,0,0,0,0,0.06701,0,0,0,0,0,0,0
t__SGB14953,,,,,,,,,,,0.08148,0,0,0,0,0,0,0,0,0,0,0,0.0278
t__SGB6452,,,,,,,,,,,0.07877,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1945,,,,,,,,,,,0.07432,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5843,,,,,,,,,,,0.07132,0,0,0,0,0.05428,0,0,0,0.02021,0,0,0.03187
t__SGB61016,,,,,,,,,,,0.07028,0,0,0,0,0,0,0,0,0,0,0,0.0302
t__SGB6174,,,,,,,,,,,0.06628,0,0,0,0,0.19188,0,0,0,0,0,0,0
t__SGB14137,,,,,,,,,,,0.06299,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14313,,,,,,,,,,,0.0616,0,0,0,0,0,0,0,0,0,0,0,0.10294
t__SGB4423,,,,,,,,,,,0.06099,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15385,,,,,,,,,,,0.06002,0,0,0,0,0,0,0,0.19741,0,0,0,0
t__SGB15041,,,,,,,,,,,0.05906,0,0,0,0,0.00899,0,0,0.00101,0,0,0,0.1902
t__SGB14264,,,,,,,,,,,0.05789,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4393,,,,,,,,,,,0.05605,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3990,,,,,,,,,,,0.05394,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB53490,,,,,,,,,,,0.05311,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3664,,,,,,,,,,,0.0523,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB63238,,,,,,,,,,,0.05184,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6661,,,,,,,,,,,0.04928,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14252,,,,,,,,,,,0.04783,0,0,0,0,0,0,0,0,0,0,0,0.02828
t__SGB1941,,,,,,,,,,,0.04705,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB54310,,,,,,,,,,,0.04527,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3959,,,,,,,,,,,0.0431,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14050,,,,,,,,,,,0.03524,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB54323,,,,,,,,,,,0.0337,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15460,,,,,,,,,,,0.03214,0,0,0,0,0.02023,0,0,0,0,0,0,0
t__SGB988,,,,,,,,,,,0.03107,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4953,,,,,,,,,,,0.02973,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14958,,,,,,,,,,,0.02724,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14247,,,,,,,,,,,0.02571,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB9198,,,,,,,,,,,0.02516,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15077,,,,,,,,,,,0.02453,0,0,0,0,0,0,0,0,0,0,0,0.14684
t__SGB5111,,,,,,,,,,,0.02355,0,0,0,0,2.14663,0,0,0,2.88549,0,0,0
t__SGB14248,,,,,,,,,,,0.02351,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB98325,,,,,,,,,,,0.02306,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB13998,,,,,,,,,,,0.02131,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB61600,,,,,,,,,,,0.02079,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4419,,,,,,,,,,,0.0206,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB72480,,,,,,,,,,,0.02057,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15295,,,,,,,,,,,0.01933,0,0,0,0,0.5439,0,0,0,0,0,0,0
t__SGB59548,,,,,,,,,,,0.01907,0,0,0,0,0,0,0,0,0,0,0,0.00343
t__SGB14892,,,,,,,,,,,0.01869,0,0,0,0,0,0,0,0.00088,0,0,0,0
t__SGB4135,,,,,,,,,,,0.01748,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB9391,,,,,,,,,,,0.01743,0,0.00109,0,0,0,0,0,0,0,0,0,0
t__SGB5840,,,,,,,,,,,0.01614,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15209,,,,,,,,,,,0.01309,0,0,0.02499,0,0,0,0,0,0.00167,0,0,0
t__SGB63163,,,,,,,,,,,0.01193,0,0,0,0,0,0,0,0,0,0,0,0.01277
t__SGB17347,,,,,,,,,,,0.00829,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1507,,,,,,,,,,,0.00765,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4992,,,,,,,,,,,0.00693,0,0,0,0,0,0,0,0,0,0.01432,0,0.07761
t__SGB59817,,,,,,,,,,,0.00677,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14932,,,,,,,,,,,0.00602,0,0,0,0.0157,0,0,0,0,0,0,0,0
t__SGB6510,,,,,,,,,,,0.00517,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6007,,,,,,,,,,,0.00507,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14869,,,,,,,,,,,0.00314,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14148,,,,,,,,,,,0.00212,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5684,,,,,,,,,,,0.00186,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15097,,,,,,,,,,,0.00164,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9414,,,,,,,,,,,,5.06143,0,0,0,0,0,0,0,0,0,0,0
g__Duodenibacillus,,,,,,,,,,,,1.94233,0,0,0,0,0,0,0,0,0,0,0
g__Coprobacter,,,,,,,,,,,,0.43687,0.01359,0.00422,0,0,0,0,0.01263,0,0.07252,0,0.00828
s__GGB9414_SGB14778,,,,,,,,,,,,5.06143,0,0,0,0,0,0,0,0,0,0,0
s__Duodenibacillus_massiliensis,,,,,,,,,,,,1.94233,0,0,0,0,0,0,0,0,0,0,0
s__Dialister_pneumosintes,,,,,,,,,,,,0.87512,0,0,0,0,0,0,0,0,0,0,0
s__Coprobacter_fastidiosus,,,,,,,,,,,,0.43687,0.01359,0,0,0,0,0,0.01263,0,0.06179,0,0.00828
s__Enterococcus_faecium,,,,,,,,,,,,0.08377,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_acidophilus,,,,,,,,,,,,0.00174,0,0,0,0,0,0,0,0,0,0,0
t__SGB14778,,,,,,,,,,,,5.06143,0,0,0,0,0,0,0,0,0,0,0
t__SGB9273,,,,,,,,,,,,1.94233,0,0,0,0,0,0,0,0,0,0,0
t__SGB5842,,,,,,,,,,,,0.87512,0,0,0,0,0,0,0,0,0,0,0
t__SGB1963,,,,,,,,,,,,0.43687,0.01359,0,0,0,0,0,0.01263,0,0.06179,0,0.00828
t__SGB7968,,,,,,,,,,,,0.08377,0,0,0,0,0,0,0,0,0,0,0
t__SGB9657,,,,,,,,,,,,0.0037,0,0,0,0,0,0,0,0,0,0,0
t__SGB7044,,,,,,,,,,,,0.00174,0,0,0,0,0,0,0,0,0,0,0
c__CFGB2881,,,,,,,,,,,,,0.10698,0,0,0.03041,0,0,0.042,0,0,0,0.02714
c__CFGB76533,,,,,,,,,,,,,0.07657,0,0,0,0,0,0,0,0,0,0.00927
c__CFGB667,,,,,,,,,,,,,0.03788,0,0,0,0,0,0.02635,0,0,0,0
c__CFGB32970,,,,,,,,,,,,,0.03489,0,0,0,0,0,0,0,0,0,0
c__CFGB320,,,,,,,,,,,,,0.01956,0,0,0,0,0,0,0,0,0,0
o__OFGB2881,,,,,,,,,,,,,0.10698,0,0,0.03041,0,0,0.042,0,0,0,0.02714
o__OFGB76533,,,,,,,,,,,,,0.07657,0,0,0,0,0,0,0,0,0,0.00927
o__OFGB667,,,,,,,,,,,,,0.03788,0,0,0,0,0,0.02635,0,0,0,0
o__Moraxellales,,,,,,,,,,,,,0.03496,0,0,0.06505,0,0,0,0,0,0,0
o__OFGB32970,,,,,,,,,,,,,0.03489,0,0,0,0,0,0,0,0,0,0
o__OFGB320,,,,,,,,,,,,,0.01956,0,0,0,0,0,0,0,0,0,0
f__FGB2881,,,,,,,,,,,,,0.10698,0,0,0.03041,0,0,0.042,0,0,0,0.02714
f__FGB76533,,,,,,,,,,,,,0.07657,0,0,0,0,0,0,0,0,0,0.00927
f__FGB667,,,,,,,,,,,,,0.03788,0,0,0,0,0,0.02635,0,0,0,0
f__Moraxellaceae,,,,,,,,,,,,,0.03496,0,0,0.06505,0,0,0,0,0,0,0
f__FGB32970,,,,,,,,,,,,,0.03489,0,0,0,0,0,0,0,0,0,0
f__FGB320,,,,,,,,,,,,,0.01956,0,0,0,0,0,0,0,0,0,0
g__Citrobacter,,,,,,,,,,,,,2.78467,0,0,0,0,0,0,0,0,0,0
g__GGB32900,,,,,,,,,,,,,0.29207,0,0,0,0,0,0,0,0,0,0
g__GGB9424,,,,,,,,,,,,,0.17975,0,0,0,0,0,0,0,0,0,0.61569
g__Enorma,,,,,,,,,,,,,0.14526,0,0,0,0,0,0,0,0,0,0
g__GGB9185,,,,,,,,,,,,,0.10698,0,0,0,0,0,0,0,0,0,0.02714
g__GGB9109,,,,,,,,,,,,,0.07657,0,0,0,0,0,0,0,0,0,0.00927
g__Traorella,,,,,,,,,,,,,0.039,0,0,0,0,0,0,0,0,0,0
g__GGB1662,,,,,,,,,,,,,0.03788,0,0,0,0,0,0.02635,0,0,0,0
g__Acinetobacter,,,,,,,,,,,,,0.03496,0,0,0.06505,0,0,0,0,0,0,0
g__GGB51884,,,,,,,,,,,,,0.03489,0,0,0,0,0,0,0,0,0,0
g__GGB9627,,,,,,,,,,,,,0.03246,0,0,0.11481,0,0.12183,0.0561,0.01228,0,0,0.01908
g__GGB3593,,,,,,,,,,,,,0.02908,0.06531,0,0.00057,0,0.02201,0,0,0,0,0
g__GGB741,,,,,,,,,,,,,0.01956,0,0,0,0,0,0,0,0,0,0
g__GGB3815,,,,,,,,,,,,,0.01849,0,0,0,0,0,0,0.01029,0,0,0
g__Candidatus_Allobutyricicoccus,,,,,,,,,,,,,0.0133,0,0,0,0,0,0,0,0,0,0.00034
g__Anaerofilum,,,,,,,,,,,,,0.00273,0,0,0,0,0,0,0,0,0,0
g__GGB34228,,,,,,,,,,,,,0.00072,0,0,0,0,0,0,0,0,0,0
s__Prevotella_lascolaii,,,,,,,,,,,,,3.05844,0,0,0,0,0,0,0,0,0,0
s__Citrobacter_SGB1895,,,,,,,,,,,,,2.78467,0,0,0,0,0,0,0,0,0,0
s__Phascolarctobacterium_faecium,,,,,,,,,,,,,0.33653,0,0,0,0,0,0,0,0,0,0
s__GGB32900_SGB53446,,,,,,,,,,,,,0.29207,0,0,0,0,0,0,0,0,0,0
s__GGB9424_SGB14794,,,,,,,,,,,,,0.17975,0,0,0,0,0,0,0,0,0,0.61569
s__Collinsella_massiliensis,,,,,,,,,,,,,0.14526,0,0,0,0,0,0,0,0,0,0
s__GGB9185_SGB14124,,,,,,,,,,,,,0.10698,0,0,0,0,0,0,0,0,0,0.02714
s__GGB9109_SGB14042,,,,,,,,,,,,,0.07657,0,0,0,0,0,0,0,0,0,0.00927
s__Olsenella_timonensis,,,,,,,,,,,,,0.06735,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_cutis,,,,,,,,,,,,,0.05164,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_faecis,,,,,,,,,,,,,0.04613,0,0,0,0,0,0.3743,0.15199,0,0,0
s__Christensenellaceae_bacterium_NSJ_53,,,,,,,,,,,,,0.03906,0,0,0,0,0,0,0,0,0,0
s__Traorella_massiliensis,,,,,,,,,,,,,0.039,0,0,0,0,0,0,0,0,0,0
s__GGB1662_SGB2276,,,,,,,,,,,,,0.03788,0,0,0,0,0,0.02635,0,0,0,0
s__Alistipes_sp_AF17_16,,,,,,,,,,,,,0.03785,0,0,0,0,0,0,0,0,0,0
s__Acinetobacter_SGB65105,,,,,,,,,,,,,0.03496,0,0,0.06505,0,0,0,0,0,0,0
s__GGB51884_SGB49168,,,,,,,,,,,,,0.03489,0,0,0,0,0,0,0,0,0,0
s__Eubacteriales_unclassified_SGB15145,,,,,,,,,,,,,0.03398,0,0,0.02388,0,0,0,0,0,0,0
s__GGB9627_SGB15081,,,,,,,,,,,,,0.03246,0,0,0.11481,0,0.12183,0.0561,0.01228,0,0,0.01908
s__GGB3593_SGB4817,,,,,,,,,,,,,0.02908,0.06531,0,0.00057,0,0.02201,0,0,0,0,0
s__Holdemania_filiformis,,,,,,,,,,,,,0.02327,0,0.02334,0,0.10062,0,0.00506,0.00224,0.04485,0,0
s__GGB741_SGB955,,,,,,,,,,,,,0.01956,0,0,0,0,0,0,0,0,0,0
s__GGB3815_SGB5180,,,,,,,,,,,,,0.01849,0,0,0,0,0,0,0.01029,0,0,0
s__Actinomyces_SGB17163,,,,,,,,,,,,,0.01626,0,0,0,0.00457,0,0,0,0,0,0.00567
s__Candidatus_Allobutyricicoccus_pentlandensis,,,,,,,,,,,,,0.0133,0,0,0,0,0,0,0,0,0,0.00034
s__Clostridiales_bacterium_CHKCI006,,,,,,,,,,,,,0.00409,0,0,0,0,0,0,0,0,0,0
s__Anaerofilum_sp_BX8,,,,,,,,,,,,,0.00273,0,0,0,0,0,0,0,0,0,0
s__Actinomyces_graevenitzii,,,,,,,,,,,,,0.00191,0,0,0,0,0,0,0,0,0,0
s__GGB34228_SGB72916,,,,,,,,,,,,,0.00072,0,0,0,0,0,0,0,0,0,0
t__SGB1585,,,,,,,,,,,,,3.05844,0,0,0,0,0,0,0,0,0,0
t__SGB1895,,,,,,,,,,,,,2.78467,0,0,0,0,0,0,0,0,0,0
t__SGB5792,,,,,,,,,,,,,0.33653,0,0,0,0,0,0,0,0,0,0
t__SGB4809,,,,,,,,,,,,,0.32734,0,0,0,0,0,0,0,0,0,0.03494
t__SGB53446,,,,,,,,,,,,,0.29207,0,0,0,0,0,0,0,0,0,0
t__SGB14794,,,,,,,,,,,,,0.17975,0,0,0,0,0,0,0,0,0,0.61569
t__SGB14752,,,,,,,,,,,,,0.14526,0,0,0,0,0,0,0,0,0,0
t__SGB14124,,,,,,,,,,,,,0.10698,0,0,0,0,0,0,0,0,0,0.02714
t__SGB14042,,,,,,,,,,,,,0.07657,0,0,0,0,0,0,0,0,0,0.00927
t__SGB14360,,,,,,,,,,,,,0.06735,0,0,0,0,0,0,0,0,0,0
t__SGB1827,,,,,,,,,,,,,0.05164,0,0,0,0,0,0,0,0,0,0
t__SGB1860,,,,,,,,,,,,,0.04613,0,0,0,0,0,0.3743,0.15199,0,0,0
t__SGB82545,,,,,,,,,,,,,0.03906,0,0,0,0,0,0,0,0,0,0
t__SGB28999,,,,,,,,,,,,,0.039,0,0,0,0,0,0,0,0,0,0
t__SGB2276,,,,,,,,,,,,,0.03788,0,0,0,0,0,0.02635,0,0,0,0
t__SGB2326,,,,,,,,,,,,,0.03785,0,0,0,0,0,0,0,0,0,0
t__SGB65105,,,,,,,,,,,,,0.03496,0,0,0.06505,0,0,0,0,0,0,0
t__SGB49168,,,,,,,,,,,,,0.03489,0,0,0,0,0,0,0,0,0,0
t__SGB15145,,,,,,,,,,,,,0.03398,0,0,0.02388,0,0,0,0,0,0,0
t__SGB15081,,,,,,,,,,,,,0.03246,0,0,0.11481,0,0.12183,0.0561,0.01228,0,0,0.01908
t__SGB4817,,,,,,,,,,,,,0.02908,0.06531,0,0.00057,0,0.02201,0,0,0,0,0
t__SGB4046,,,,,,,,,,,,,0.02327,0,0.02334,0,0.10062,0,0.00506,0.00224,0.04485,0,0
t__SGB955,,,,,,,,,,,,,0.01956,0,0,0,0,0,0,0,0,0,0
t__SGB5180,,,,,,,,,,,,,0.01849,0,0,0,0,0,0,0.01029,0,0,0
t__SGB17163_group,,,,,,,,,,,,,0.01626,0,0,0,0.00457,0,0,0,0,0,0.00567
t__SGB14180,,,,,,,,,,,,,0.0133,0,0,0,0,0,0,0,0,0,0.00034
t__SGB4614,,,,,,,,,,,,,0.00753,0,0,0,0,0,0,0,0.02713,0,0
t__SGB7261,,,,,,,,,,,,,0.00409,0,0,0,0,0,0,0,0,0,0
t__SGB79822,,,,,,,,,,,,,0.00273,0,0,0,0,0,0,0,0,0,0
t__SGB17130_group,,,,,,,,,,,,,0.00191,0,0,0,0,0,0,0,0,0,0
t__SGB72916,,,,,,,,,,,,,0.00072,0,0,0,0,0,0,0,0,0,0
g__GGB3032,,,,,,,,,,,,,,0.60263,0,0,0,0,0.23572,0,0,0,0.02772
g__Tyzzerella,,,,,,,,,,,,,,0.18587,0.01263,0,0,0,0,0,0,0,0
g__GGB3537,,,,,,,,,,,,,,0.05904,0,0,0,0,0,0,0,0,0
g__Intestinibacillus,,,,,,,,,,,,,,0.02963,0,0,0,0,0,0,0.00167,0,0
g__Candidatus_Howiella,,,,,,,,,,,,,,0.02034,0,0,0,0,0,0,0,0,0
g__Candidatus_Pseudolachnospira,,,,,,,,,,,,,,0.01305,0,0,0,0,0,0,0,0,0.04505
