Abundance,SAMN08049831,SAMN08049826,SAMN08049839,SAMN08049838,SAMN08049841,SAMN08049829,SAMN08049824,SAMN08049834,SAMN08049836,SAMN08049837,SAMN08049828,SAMN08049822,SAMN08049820,SAMN08049840,SAMN08049827,SAMN08049821,SAMN08049830,SAMN08049832,SAMN08049825,SAMN08049833,SAMN08049823,SAMN08049835
f__FGB2863,,,,,,,,,,,,0.00972,0,0,0.0032,0,0,0,0,0,0,0
f__FGB76046,,,,,,,,,,,,0.00858,0,0,0,0,0,0,0,0,0,0
g__GGB9694,,,,,,,,,,,,1.1599,0,0,0.2487,0,0,0,0,0,0,0
g__Lactonifactor,,,,,,,,,,,,0.44144,0,0,0,0,0,0,0,0,0,0
g__GGB9580,,,,,,,,,,,,0.3689,0,0,0,0,0,0,0,0,0,0
g__Haemophilus,,,,,,,,,,,,0.18272,0.00133,0,0,0,0,0,0,0,0,0
g__Pygmaiobacter,,,,,,,,,,,,0.15909,0,0,0,0,0,0,0,0,0,0
g__GGB9289,,,,,,,,,,,,0.13231,0,0,0,0,0,0,0,0,0,0
g__GGB42689,,,,,,,,,,,,0.09928,0,0,0,0,0,0,0,0,0,0
g__Coprobacillus,,,,,,,,,,,,0.0684,0,0,0,0,0,0.01762,0,0,0,0
g__Terrisporobacter,,,,,,,,,,,,0.04439,0,0,0,0,0,0,0,0,0,0
g__GGB45600,,,,,,,,,,,,0.02835,0,0,0,0,0,0,0,0,0,0
g__Luxibacter,,,,,,,,,,,,0.01156,0,0,0,0,0,0,0,0,0,0
g__Muricomes,,,,,,,,,,,,0.01096,0,0,0,0,0,0,0,0,0,0
g__Propionibacterium,,,,,,,,,,,,0.01084,0,0,0,0,0,0,0,0,0,0
g__GGB9523,,,,,,,,,,,,0.0107,0,0,0,0,0,0,0,0.01859,0,0
g__GGB28645,,,,,,,,,,,,0.01003,0,0,0,0,0,0,0,0,0,0
g__GGB45495,,,,,,,,,,,,0.00972,0,0,0.0032,0,0,0,0,0,0,0
g__GGB55957,,,,,,,,,,,,0.00858,0,0,0,0,0,0,0,0,0,0
g__Coprobacter,,,,,,,,,,,,0.00493,0.00376,0.00603,0.18381,0,0,0,0,0,0.02069,0.10055
g__GGB79678,,,,,,,,,,,,0.00039,0,0,0,0,0,0,0,0,0,0
s__Blautia_marasmi,,,,,,,,,,,,2.19079,0,0,0,0,0,0,0,0,0,0
s__GGB9694_SGB15204,,,,,,,,,,,,1.1599,0,0,0.00281,0,0,0,0,0,0,0
s__Clostridia_bacterium,,,,,,,,,,,,0.63658,0,0.00097,0.00523,0,0,0,0,0,0,0
s__Anaerostipes_hominis,,,,,,,,,,,,0.46278,0,0,0,0,0,0,0,0,0,0
s__Lactonifactor_sp_BIOML_A6,,,,,,,,,,,,0.44144,0,0,0,0,0,0,0,0,0,0
s__Lachnoclostridium_sp_An138,,,,,,,,,,,,0.42725,0,0,0,0,0,0,0,0.01062,0,0.00664
s__Enterocloster_aldenensis,,,,,,,,,,,,0.42368,0,0,0.00331,0,0,0,0,0,0,0
s__GGB9580_SGB14996,,,,,,,,,,,,0.3689,0,0,0,0,0,0,0,0,0,0
s__Roseburia_sp_AM59_24XD,,,,,,,,,,,,0.35684,0.01965,0,0,0.23713,0,0,0,0,0,0
s__Enterocloster_lavalensis,,,,,,,,,,,,0.35339,0,0,0.00203,0,0,0,0,0,0,0
s__Butyricicoccus_porcorum,,,,,,,,,,,,0.30953,0,0,0,0,0,0,0,0,0,0
s__Enterocloster_clostridioformis,,,,,,,,,,,,0.25405,0,0,0,0,0,0,0,0,0,0
s__Clostridiales_bacterium_Choco116,,,,,,,,,,,,0.18441,0,0,0,0,0,0,0,0,0,0
s__Haemophilus_SGB36986,,,,,,,,,,,,0.18272,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_sp_An11,,,,,,,,,,,,0.17885,0,0,0,0,0,0,0,0,0,0
s__Pygmaiobacter_massiliensis,,,,,,,,,,,,0.15909,0,0,0,0,0,0,0,0,0,0
s__Faecalicatena_contorta,,,,,,,,,,,,0.1477,0,0,0,0,0.02031,0,0,0,0.0037,0
s__Enterocloster_citroniae,,,,,,,,,,,,0.13947,0,0,0,0,0,0,0,0,0,0
s__GGB9289_SGB14244,,,,,,,,,,,,0.13231,0,0,0,0,0,0,0,0,0,0
s__Lachnoclostridium_sp_An118,,,,,,,,,,,,0.11001,0,0,0,0,0,0,0,0,0,0
s__GGB42689_SGB59892,,,,,,,,,,,,0.09928,0,0,0,0,0,0,0,0,0,0
s__Coprobacillus_cateniformis,,,,,,,,,,,,0.0684,0,0,0,0,0,0.01762,0,0,0,0
s__Oscillibacter_ruminantium,,,,,,,,,,,,0.05047,0,0,0,0,0,0,0,0,0,0
s__Terrisporobacter_othiniensis,,,,,,,,,,,,0.04439,0,0,0,0,0,0,0,0,0,0
s__Intestinimonas_timonensis,,,,,,,,,,,,0.03516,0,0,0,0,0,0,0,0,0,0
s__GGB45600_SGB15302,,,,,,,,,,,,0.02835,0,0,0,0,0,0,0,0,0,0
s__Enterococcus_phoeniculicola,,,,,,,,,,,,0.02712,0,0,0,0,0,0,0,0,0,0
s__Clostridium_methylpentosum,,,,,,,,,,,,0.0265,0,0,0,0,0,0,0,0,0,0
s__Clostridium_jeddahense,,,,,,,,,,,,0.0228,0,0,0,0,0,0,0,0,0,0
s__Parasutterella_excrementihominis,,,,,,,,,,,,0.01575,0.0549,0,0.0027,0,0,0,0,0,0.00195,0.00287
s__Luxibacter_massiliensis,,,,,,,,,,,,0.01156,0,0,0,0,0,0,0,0,0,0
s__Muricomes_intestini,,,,,,,,,,,,0.01096,0,0,0,0,0,0,0,0,0,0
s__Propionibacterium_freudenreichii,,,,,,,,,,,,0.01084,0,0,0,0,0,0,0,0,0,0
s__GGB9523_SGB14922,,,,,,,,,,,,0.0107,0,0,0,0,0,0,0,0.01859,0,0
s__GGB28645_SGB41268,,,,,,,,,,,,0.01003,0,0,0,0,0,0,0,0,0,0
s__GGB45495_SGB63167,,,,,,,,,,,,0.00972,0,0,0.0032,0,0,0,0,0,0,0
s__GGB55957_SGB77276,,,,,,,,,,,,0.00858,0,0,0,0,0,0,0,0,0,0
s__Butyricimonas_SGB15266,,,,,,,,,,,,0.00806,0,0,0,0,0,0,0,0,0,0
s__Coprobacter_fastidiosus,,,,,,,,,,,,0.00493,0,0.00603,0.17991,0,0,0,0,0,0.02069,0
s__Blautia_liquoris,,,,,,,,,,,,0.00098,0,0,0,0,0,0,0,0,0,0
s__GGB79678_SGB4833,,,,,,,,,,,,0.00039,0,0,0,0,0,0,0,0,0,0
t__SGB4631,,,,,,,,,,,,3.6789,0,0,0,0,0,0,0,0,0,0
t__SGB29381,,,,,,,,,,,,2.19079,0,0,0,0,0,0,0,0,0,0
t__SGB15204,,,,,,,,,,,,1.1599,0,0,0.00281,0,0,0,0,0,0,0
t__SGB4531,,,,,,,,,,,,0.63658,0,0.00097,0.00523,0,0,0,0,0,0,0
t__SGB4530,,,,,,,,,,,,0.46278,0,0,0,0,0,0,0,0,0,0
t__SGB48013,,,,,,,,,,,,0.44144,0,0,0,0,0,0,0,0,0,0
t__SGB4774,,,,,,,,,,,,0.42725,0,0,0,0,0,0,0,0.01062,0,0.00664
t__SGB4762,,,,,,,,,,,,0.42368,0,0,0.00331,0,0,0,0,0,0,0
t__SGB14996,,,,,,,,,,,,0.3689,0,0,0,0,0,0,0,0,0,0
t__SGB4654,,,,,,,,,,,,0.35684,0.01965,0,0,0.23713,0,0,0,0,0,0
t__SGB4725,,,,,,,,,,,,0.35339,0,0,0.00203,0,0,0,0,0,0,0
t__SGB14982,,,,,,,,,,,,0.30953,0,0,0,0,0,0,0,0,0,0
t__SGB15149,,,,,,,,,,,,0.18441,0,0,0,0,0,0,0,0,0,0
t__SGB36986,,,,,,,,,,,,0.18272,0,0,0,0,0,0,0,0,0,0
t__SGB4681,,,,,,,,,,,,0.17885,0,0,0,0,0,0,0,0,0,0
t__SGB14871,,,,,,,,,,,,0.15909,0,0,0,0,0,0,0,0,0,0
t__SGB4613,,,,,,,,,,,,0.1477,0,0,0,0,0.02031,0,0,0,0.0037,0
t__SGB4760,,,,,,,,,,,,0.1406,0,0,0,0,0,0,0,0,0,0
t__SGB4761,,,,,,,,,,,,0.13947,0,0,0,0,0,0,0,0,0,0
t__SGB14244,,,,,,,,,,,,0.13231,0,0,0,0,0,0,0,0,0,0
t__SGB4759,,,,,,,,,,,,0.11345,0,0,0,0,0,0,0,0,0,0
t__SGB59855,,,,,,,,,,,,0.11078,0,0,0,0,0.00241,0,0,0,0,0
t__SGB4623,,,,,,,,,,,,0.11001,0,0,0,0,0,0,0,0,0,0
t__SGB59892,,,,,,,,,,,,0.09928,0,0,0,0,0,0,0,0,0,0
t__SGB4741,,,,,,,,,,,,0.09379,0,0,0.00409,0,0,0,0,0,0,0
t__SGB6771,,,,,,,,,,,,0.0684,0,0,0,0,0,0.01762,0,0,0,0
t__SGB28985,,,,,,,,,,,,0.05047,0,0,0,0,0,0,0,0,0,0
t__SGB6142,,,,,,,,,,,,0.04439,0,0,0,0,0,0,0,0,0,0
t__SGB29334,,,,,,,,,,,,0.03516,0,0,0,0,0,0,0,0,0,0
t__SGB4742,,,,,,,,,,,,0.03305,0,0,0,0,0,0,0,0,0,0
t__SGB15302,,,,,,,,,,,,0.02835,0,0,0,0,0,0,0,0,0,0
t__SGB94928,,,,,,,,,,,,0.02804,0,0,0,0,0,0,0,0,0,0
t__SGB7956,,,,,,,,,,,,0.02712,0,0,0,0,0,0,0,0,0,0
t__SGB14386,,,,,,,,,,,,0.0268,0,0,0,0,0,0,0,0,0,0
t__SGB14962,,,,,,,,,,,,0.0265,0,0,0,0,0,0,0,0,0,0
t__SGB14881,,,,,,,,,,,,0.0228,0,0,0,0,0,0,0,0,0,0
t__SGB9262,,,,,,,,,,,,0.01575,0.0549,0,0.0027,0,0,0,0,0,0.00195,0.00287
t__SGB4592,,,,,,,,,,,,0.01156,0,0,0,0,0,0,0,0,0,0
t__SGB25421,,,,,,,,,,,,0.01096,0,0,0,0,0,0,0,0,0,0
t__SGB15904,,,,,,,,,,,,0.01084,0,0,0,0,0,0,0,0,0,0
t__SGB14922,,,,,,,,,,,,0.0107,0,0,0,0,0,0,0,0.01859,0,0
t__SGB41268,,,,,,,,,,,,0.01003,0,0,0,0,0,0,0,0,0,0
t__SGB63167,,,,,,,,,,,,0.00972,0,0,0.0032,0,0,0,0,0,0,0
t__SGB77276,,,,,,,,,,,,0.00858,0,0,0,0,0,0,0,0,0,0
t__SGB15266,,,,,,,,,,,,0.00806,0,0,0,0,0,0,0,0,0,0
t__SGB1963,,,,,,,,,,,,0.00493,0,0.00603,0.17991,0,0,0,0,0,0.02069,0
t__SGB79691,,,,,,,,,,,,0.00098,0,0,0,0,0,0,0,0,0,0
t__SGB4833,,,,,,,,,,,,0.00039,0,0,0,0,0,0,0,0,0,0
p__Tenericutes,,,,,,,,,,,,,0.16083,0.00283,0.136,0,0,0,0,0,0,0.07304
c__CFGB29420,,,,,,,,,,,,,1.99741,0,0,0,0,0,0,0,0,0
c__CFGB2936,,,,,,,,,,,,,0.34757,0,0,0,0,0,0,0,0,0.00078
c__CFGB1355,,,,,,,,,,,,,0.30775,0,0.90719,0,0,0,0,0,0,0
c__CFGB8140,,,,,,,,,,,,,0.28078,0,0,0,0,0,0,0,0,0
c__CFGB8294,,,,,,,,,,,,,0.27339,0,0,0,0,0,0,0,0,0
c__CFGB653,,,,,,,,,,,,,0.20703,0,0,0,0,0,0,0,0,0
c__CFGB31455,,,,,,,,,,,,,0.20103,0,1.04307,0,0,0,0,0,0,0
c__CFGB1285,,,,,,,,,,,,,0.1901,0,0,0,0,0,0,0,0,0
c__CFGB13380,,,,,,,,,,,,,0.16983,0,0,0,0,0,0,0,0,0
c__CFGB4862,,,,,,,,,,,,,0.15016,0,0,0,0,0,0,0,0,0
c__CFGB75799,,,,,,,,,,,,,0.10708,0,0,0,0,0,0,0,0,0
c__CFGB10312,,,,,,,,,,,,,0.08951,0,0,0,0,0,0,0,0.02585,0
c__Opitutae,,,,,,,,,,,,,0.08764,0,0,0,0,0,0,0,0,0
c__CFGB2950,,,,,,,,,,,,,0.0615,0.02048,0.0528,0,0,0,0,0,0,0.03705
c__CFGB1838,,,,,,,,,,,,,0.06149,0,0,0,0,0,0,0,0,0
c__CFGB76357,,,,,,,,,,,,,0.05408,0,0,0,0,0,0,0,0,0
c__CFGB2873,,,,,,,,,,,,,0.04719,0,0,0,0,0,0,0,0,0.11843
c__CFGB2942,,,,,,,,,,,,,0.04481,0.0793,0.05791,0,0,0,0,0,0,0
c__CFGB8588,,,,,,,,,,,,,0.03629,0,0,0,0,0,0,0,0,0
c__CFGB2104,,,,,,,,,,,,,0.03147,0,0,0,0,0,0,0,0,0
c__CFGB10325,,,,,,,,,,,,,0.02244,0.00543,0,0,0,0,0,0,0,0
c__CFGB58251,,,,,,,,,,,,,0.0212,0,0.32018,0,0,0,0,0,0,0
c__CFGB76515,,,,,,,,,,,,,0.01951,0.00458,0,0,0,0,0,0,0,0
c__CFGB31626,,,,,,,,,,,,,0.01785,0,1.14744,0,0,0,0,0,0,0
c__CFGB1320,,,,,,,,,,,,,0.01727,0.05134,0.01923,0,0,0,0,0,0,0
c__CFGB73076,,,,,,,,,,,,,0.01629,0.09907,0,0,0,0,0,0,0,0
c__CFGB2836,,,,,,,,,,,,,0.01572,0.00321,0,0,0,0,0,0,0,0
c__CFGB31328,,,,,,,,,,,,,0.01067,0,0,0,0,0,0,0,0,0
c__CFGB2945,,,,,,,,,,,,,0.00848,0,0,0,0,0,0,0,0,0
o__OFGB29420,,,,,,,,,,,,,1.99741,0,0,0,0,0,0,0,0,0
o__OFGB2936,,,,,,,,,,,,,0.34757,0,0,0,0,0,0,0,0,0.00078
o__OFGB1355,,,,,,,,,,,,,0.30775,0,0.90719,0,0,0,0,0,0,0
o__OFGB8140,,,,,,,,,,,,,0.28078,0,0,0,0,0,0,0,0,0
o__OFGB8294,,,,,,,,,,,,,0.27339,0,0,0,0,0,0,0,0,0
o__OFGB653,,,,,,,,,,,,,0.20703,0,0,0,0,0,0,0,0,0
o__OFGB31455,,,,,,,,,,,,,0.20103,0,1.04307,0,0,0,0,0,0,0
o__OFGB1285,,,,,,,,,,,,,0.1901,0,0,0,0,0,0,0,0,0
o__OFGB13380,,,,,,,,,,,,,0.16983,0,0,0,0,0,0,0,0,0
o__OFGB4862,,,,,,,,,,,,,0.15016,0,0,0,0,0,0,0,0,0
o__OFGB75799,,,,,,,,,,,,,0.10708,0,0,0,0,0,0,0,0,0
o__OFGB10312,,,,,,,,,,,,,0.08951,0,0,0,0,0,0,0,0.02585,0
o__Puniceicoccales,,,,,,,,,,,,,0.08764,0,0,0,0,0,0,0,0,0
o__OFGB2950,,,,,,,,,,,,,0.0615,0.02048,0.0528,0,0,0,0,0,0,0.03705
o__OFGB1838,,,,,,,,,,,,,0.06149,0,0,0,0,0,0,0,0,0
o__OFGB76357,,,,,,,,,,,,,0.05408,0,0,0,0,0,0,0,0,0
o__OFGB2873,,,,,,,,,,,,,0.04719,0,0,0,0,0,0,0,0,0.11843
o__OFGB2942,,,,,,,,,,,,,0.04481,0.0793,0.05791,0,0,0,0,0,0,0
o__OFGB8588,,,,,,,,,,,,,0.03629,0,0,0,0,0,0,0,0,0
o__OFGB2104,,,,,,,,,,,,,0.03147,0,0,0,0,0,0,0,0,0
o__OFGB10325,,,,,,,,,,,,,0.02244,0.00543,0,0,0,0,0,0,0,0
o__OFGB58251,,,,,,,,,,,,,0.0212,0,0.32018,0,0,0,0,0,0,0
o__OFGB76515,,,,,,,,,,,,,0.01951,0.00458,0,0,0,0,0,0,0,0
o__OFGB31626,,,,,,,,,,,,,0.01785,0,1.14744,0,0,0,0,0,0,0
o__OFGB1320,,,,,,,,,,,,,0.01727,0.05134,0.01923,0,0,0,0,0,0,0
o__OFGB73076,,,,,,,,,,,,,0.01629,0.09907,0,0,0,0,0,0,0,0
o__OFGB2836,,,,,,,,,,,,,0.01572,0.00321,0,0,0,0,0,0,0,0
o__OFGB31328,,,,,,,,,,,,,0.01067,0,0,0,0,0,0,0,0,0
o__OFGB2945,,,,,,,,,,,,,0.00848,0,0,0,0,0,0,0,0,0
f__FGB29420,,,,,,,,,,,,,1.99741,0,0,0,0,0,0,0,0,0
f__FGB2936,,,,,,,,,,,,,0.34757,0,0,0,0,0,0,0,0,0.00078
f__FGB1355,,,,,,,,,,,,,0.30775,0,0.90719,0,0,0,0,0,0,0
f__FGB8140,,,,,,,,,,,,,0.28078,0,0,0,0,0,0,0,0,0
f__FGB8294,,,,,,,,,,,,,0.27339,0,0,0,0,0,0,0,0,0
f__FGB653,,,,,,,,,,,,,0.20703,0,0,0,0,0,0,0,0,0
f__FGB31455,,,,,,,,,,,,,0.20103,0,1.04307,0,0,0,0,0,0,0
f__FGB1285,,,,,,,,,,,,,0.1901,0,0,0,0,0,0,0,0,0
f__FGB13380,,,,,,,,,,,,,0.16983,0,0,0,0,0,0,0,0,0
f__FGB4862,,,,,,,,,,,,,0.15016,0,0,0,0,0,0,0,0,0
f__FGB75799,,,,,,,,,,,,,0.10708,0,0,0,0,0,0,0,0,0
f__FGB10312,,,,,,,,,,,,,0.08951,0,0,0,0,0,0,0,0.02585,0
f__Puniceicoccaceae,,,,,,,,,,,,,0.08764,0,0,0,0,0,0,0,0,0
f__FGB2950,,,,,,,,,,,,,0.0615,0.02048,0.0528,0,0,0,0,0,0,0.03705
f__FGB1838,,,,,,,,,,,,,0.06149,0,0,0,0,0,0,0,0,0
f__FGB76357,,,,,,,,,,,,,0.05408,0,0,0,0,0,0,0,0,0
f__FGB2873,,,,,,,,,,,,,0.04719,0,0,0,0,0,0,0,0,0.11843
f__FGB2942,,,,,,,,,,,,,0.04481,0.0793,0.05791,0,0,0,0,0,0,0
f__FGB8588,,,,,,,,,,,,,0.03629,0,0,0,0,0,0,0,0,0
f__FGB2104,,,,,,,,,,,,,0.03147,0,0,0,0,0,0,0,0,0
f__Nocardiaceae,,,,,,,,,,,,,0.03013,0,0,0,0,0,0,0,0,0
f__FGB10325,,,,,,,,,,,,,0.02244,0.00543,0,0,0,0,0,0,0,0
f__FGB58251,,,,,,,,,,,,,0.0212,0,0.32018,0,0,0,0,0,0,0
f__FGB76515,,,,,,,,,,,,,0.01951,0.00458,0,0,0,0,0,0,0,0
f__FGB31626,,,,,,,,,,,,,0.01785,0,1.14744,0,0,0,0,0,0,0
f__FGB1320,,,,,,,,,,,,,0.01727,0.05134,0.01923,0,0,0,0,0,0,0
f__FGB73076,,,,,,,,,,,,,0.01629,0.09907,0,0,0,0,0,0,0,0
f__FGB2836,,,,,,,,,,,,,0.01572,0.00321,0,0,0,0,0,0,0,0
f__FGB31328,,,,,,,,,,,,,0.01067,0,0,0,0,0,0,0,0,0
f__FGB2945,,,,,,,,,,,,,0.00848,0,0,0,0,0,0,0,0,0
g__GGB3733,,,,,,,,,,,,,1.99741,0,0,0,0,0,0,0,0,0
g__GGB1407,,,,,,,,,,,,,0.98098,0.35778,0,0,0,0,0,0,0,0
g__GGB1631,,,,,,,,,,,,,0.81644,0,0,0,0,0,0,0,0,0
g__GGB4583,,,,,,,,,,,,,0.80435,0,0,0,0,0,0,0,0,0
g__GGB1146,,,,,,,,,,,,,0.68895,0,0,0,0,0,0,0,0,0
g__GGB4587,,,,,,,,,,,,,0.4189,0,0,0,0,0,0,0,0,0
g__GGB9266,,,,,,,,,,,,,0.34757,0,0,0,0,0,0,0,0,0.00078
g__GGB4558,,,,,,,,,,,,,0.3364,0,0,0,0,0,0,0,0,0
g__GGB4579,,,,,,,,,,,,,0.32013,0,0,0,0,0,0,0,0,0
g__GGB3306,,,,,,,,,,,,,0.30775,0,0.90719,0,0,0,0,0,0,0
g__GGB3755,,,,,,,,,,,,,0.28078,0,0,0,0,0,0,0,0,0
g__GGB3617,,,,,,,,,,,,,0.2792,0,0,0,0,0,0,0,0,0
g__GGB9328,,,,,,,,,,,,,0.27339,0,0,0,0,0,0,0,0,0
g__GGB1615,,,,,,,,,,,,,0.20703,0,0,0,0,0,0,0,0,0
g__GGB13283,,,,,,,,,,,,,0.19352,0,0,0,0,0,0,0,0,0
g__GGB1380,,,,,,,,,,,,,0.19045,0,0,0,0,0.05479,0,0,0,0
g__GGB3100,,,,,,,,,,,,,0.1901,0,0,0,0,0,0,0,0,0
g__GGB4559,,,,,,,,,,,,,0.17406,0,0,0,0,0,0,0,0,0
g__GGB4682,,,,,,,,,,,,,0.17256,0,0,0,0,0,0,0,0,0
g__GGB4711,,,,,,,,,,,,,0.16285,0,0,0,0,0,0,0,0,0
g__Erysipelotrichaceae_unclassified,,,,,,,,,,,,,0.15986,0,0,0,0,0,0,0,0,0
g__GGB4598,,,,,,,,,,,,,0.15923,0,0.10438,0,0,0,0,0,0,0
g__GGB3343,,,,,,,,,,,,,0.15827,0,0,0,0,0,0,0,0,0
g__GGB4750,,,,,,,,,,,,,0.15016,0,0,0,0,0,0,0,0,0
g__GGB1689,,,,,,,,,,,,,0.13467,0.12231,0,0,0,0,0,0,0,0
g__GGB2996,,,,,,,,,,,,,0.12584,0,0.18974,0,0,0,0.00496,0,0,0
g__GGB4699,,,,,,,,,,,,,0.11676,0,0.49892,0,0,0,0,0,0,0
g__GGB79981,,,,,,,,,,,,,0.10708,0,0,0,0,0,0,0,0,0
g__GGB79770,,,,,,,,,,,,,0.10408,0,0,0,0,0,0,0,0,0
g__GGB4644,,,,,,,,,,,,,0.08951,0,0,0,0,0,0,0,0.02585,0
g__Puniceicoccaceae_unclassified,,,,,,,,,,,,,0.08764,0,0,0,0,0,0,0,0,0
g__GGB9291,,,,,,,,,,,,,0.0615,0.02048,0.0528,0,0,0,0,0,0,0.03705
g__GGB4672,,,,,,,,,,,,,0.06149,0,0,0,0,0,0,0,0,0
g__GGB6012,,,,,,,,,,,,,0.05955,0,0,0,0,0,0,0,0,0
g__GGB4700,,,,,,,,,,,,,0.05758,0,0.54415,0,0,0,0,0,0,0
g__GGB4768,,,,,,,,,,,,,0.05468,0,0,0,0,0,0.01419,0,0,0
g__GGB79845,,,,,,,,,,,,,0.05408,0,0,0,0,0,0,0,0,0
g__GGB13493,,,,,,,,,,,,,0.05169,0.05155,0,0,0,0,0,0,0,0.00443
g__GGB9172,,,,,,,,,,,,,0.04719,0,0,0,0,0,0,0,0,0
g__GGB9288,,,,,,,,,,,,,0.04481,0.0793,0,0,0,0,0,0,0,0
g__GGB3475,,,,,,,,,,,,,0.03735,0.04446,0,0,0,0,0,0,0,0
g__GGB9532,,,,,,,,,,,,,0.03687,0,0,0,0,0,0,0,0,0
g__GGB6592,,,,,,,,,,,,,0.03629,0,0,0,0,0,0,0,0,0
g__GGB4653,,,,,,,,,,,,,0.03211,0,0,0,0,0,0,0,0,0
g__GGB6013,,,,,,,,,,,,,0.03156,0,0,0,0,0,0,0,0,0
g__GGB5988,,,,,,,,,,,,,0.03147,0,0,0,0,0,0,0,0,0
g__Rhodococcus,,,,,,,,,,,,,0.03013,0,0,0,0,0,0,0,0,0
g__GGB31460,,,,,,,,,,,,,0.02669,0,0,0,0,0,0,0,0,0
g__GGB4715,,,,,,,,,,,,,0.02379,0,0,0,0,0,0,0,0,0
g__GGB3351,,,,,,,,,,,,,0.02353,0,0,0,0,0,0,0,0,0
g__GGB9434,,,,,,,,,,,,,0.0235,0,0,0,0,0,0,0,0,0
g__GGB9537,,,,,,,,,,,,,0.02327,0,0,0,0,0,0,0,0,0
g__GGB4667,,,,,,,,,,,,,0.02244,0.00543,0,0,0,0,0,0,0,0
g__GGB9762,,,,,,,,,,,,,0.0212,0,0.32018,0,0,0,0,0,0,0
g__GGB3118,,,,,,,,,,,,,0.01951,0.00458,0,0,0,0,0,0,0,0
g__GGB79700,,,,,,,,,,,,,0.01785,0,0,0,0,0,0,0,0,0
g__GGB3160,,,,,,,,,,,,,0.01727,0.05134,0.01923,0,0,0,0,0,0,0
g__Pseudoglutamicibacter,,,,,,,,,,,,,0.01636,0,0,0,0,0,0,0,0,0
g__GGB3111,,,,,,,,,,,,,0.01629,0.09907,0,0,0,0,0,0,0,0
g__GGB9071,,,,,,,,,,,,,0.01572,0.00321,0,0,0,0,0,0,0,0
g__Dakarella,,,,,,,,,,,,,0.0149,0,0,0,0,0,0,0,0,0
g__GGB9239,,,,,,,,,,,,,0.01394,0,0,0,0,0,0,0,0,0
g__GGB39037,,,,,,,,,,,,,0.01165,0,0.00543,0,0,0,0,0,0,0
g__GGB4751,,,,,,,,,,,,,0.01067,0,0,0,0,0,0,0,0,0
g__GGB9282,,,,,,,,,,,,,0.00848,0,0,0,0,0,0,0,0,0
g__GGB4704,,,,,,,,,,,,,0.00698,0,0,0,0,0,0,0,0,0
g__GGB4584,,,,,,,,,,,,,0.00526,0,0.02425,0,0,0,0,0,0.01408,0
g__GGB3627,,,,,,,,,,,,,0.0035,0,0,0,0,0,0,0,0,0
g__GGB3626,,,,,,,,,,,,,0.00288,0,0,0,0,0,0,0,0,0
g__GGB4723,,,,,,,,,,,,,0.00267,0,0.01569,0,0,0,0.26211,0,0,0
g__Candidatus_Parachristensenella,,,,,,,,,,,,,0.00107,0,0,0,0,0.00105,0,0,0.01893,0
g__GGB9785,,,,,,,,,,,,,0.0004,0,0,0,0,0,0,0,0,0
g__GGB9637,,,,,,,,,,,,,0.00038,0,0.13243,0,0,0,0,0,0,0
g__Sanguibacteroides,,,,,,,,,,,,,0.00035,0,0,0,0,0,0,0,0,0
s__GGB3733_SGB5066,,,,,,,,,,,,,1.99741,0,0,0,0,0,0,0,0,0
s__Corynebacterium_SGB2091,,,,,,,,,,,,,1.02157,0,0,0,0,0,0,0,0,0
s__GGB1407_SGB1930,,,,,,,,,,,,,0.98098,0.35778,0,0,0,0,0,0,0,0
s__GGB1631_SGB2239,,,,,,,,,,,,,0.81644,0,0,0,0,0,0,0,0,0
s__GGB4583_SGB2237,,,,,,,,,,,,,0.80435,0,0,0,0,0,0,0,0,0
s__GGB3619_SGB4895,,,,,,,,,,,,,0.78746,0,0,0,0,0,0,0,0,0
s__GGB1146_SGB1472,,,,,,,,,,,,,0.68895,0,0,0,0,0,0,0,0,0
s__Ruminococcus_champanellensis,,,,,,,,,,,,,0.55691,0,0,0,0,0,0,0,0,0
s__GGB4587_SGB6346,,,,,,,,,,,,,0.4189,0,0,0,0,0,0,0,0,0
s__GGB9266_SGB14215,,,,,,,,,,,,,0.34757,0,0,0,0,0,0,0,0,0.00078
s__GGB4558_SGB6289,,,,,,,,,,,,,0.3364,0,0,0,0,0,0,0,0,0
s__GGB4579_SGB6329,,,,,,,,,,,,,0.32013,0,0,0,0,0,0,0,0,0
s__GGB3306_SGB4373,,,,,,,,,,,,,0.30775,0,0,0,0,0,0,0,0,0
s__GGB3755_SGB5104,,,,,,,,,,,,,0.28078,0,0,0,0,0,0,0,0,0
s__GGB3617_SGB4891,,,,,,,,,,,,,0.2792,0,0,0,0,0,0,0,0,0
s__GGB9328_SGB14291,,,,,,,,,,,,,0.27339,0,0,0,0,0,0,0,0,0
s__GGB1615_SGB2212,,,,,,,,,,,,,0.20703,0,0,0,0,0,0,0,0,0
s__GGB13283_SGB4948,,,,,,,,,,,,,0.19352,0,0,0,0,0,0,0,0,0
s__GGB1380_SGB1883,,,,,,,,,,,,,0.19045,0,0,0,0,0.05479,0,0,0,0
s__GGB3100_SGB4108,,,,,,,,,,,,,0.1901,0,0,0,0,0,0,0,0,0
s__GGB4559_SGB6292,,,,,,,,,,,,,0.17406,0,0,0,0,0,0,0,0,0
s__GGB4682_SGB6472,,,,,,,,,,,,,0.17256,0,0,0,0,0,0,0,0,0
