Abundance,SAMN03351695,SAMN03351542,SAMN03351487,SAMN03351503,SAMN03351584,SAMN03351571,SAMN03351475,SAMN03351603,SAMN03351602,SAMN03351489,SAMN03351666,SAMN03351563,SAMN03351468,SAMN03351659,SAMN03351447,SAMN03351485,SAMN03351448,SAMN03351537,SAMN03351599,SAMN03351478,SAMN03351453,SAMN03351689,SAMN03351647,SAMN03351461,SAMN03351495,SAMN03351476,SAMN03351708,SAMN03351718,SAMN03351482,SAMN03351454,SAMN03351444,SAMN03351521,SAMN03351466,SAMN03351477,SAMN03351627,SAMN03351544,SAMN03351713,SAMN03351706,SAMN03351467,SAMN03351677,SAMN03351449,SAMN03351510,SAMN03351608,SAMN03351452,SAMN03351723,SAMN03351490,SAMN03351492,SAMN03351450,SAMN03351493,SAMN03351441,SAMN03351555,SAMN03351628,SAMN03351672,SAMN03351633,SAMN03351497,SAMN03351566,SAMN03351532,SAMN03351703,SAMN03351486,SAMN03351578,SAMN03351648,SAMN03351572,SAMN03351617,SAMN03351455,SAMN03351543,SAMN03351442,SAMN03351481,SAMN03351660,SAMN03351549,SAMN03351460,SAMN03351595,SAMN03351479,SAMN03351446,SAMN03351577,SAMN03351488,SAMN03351445,SAMN03351484,SAMN03351654,SAMN03351469,SAMN03351513,SAMN03351483,SAMN03351506,SAMN03351491,SAMN03351451,SAMN03351496,SAMN03351443,SAMN03351494,SAMN03351480,SAMN03351683
s__GGB9712_SGB15244,,,,,,,,,,,,,,,,0.01821,0,0.0,0,0.11843,0,0.17379,0,0,0,0,0,0,0,0,0,0,0.04892,0,0.01899,0,0,0,0,0.00365,0,0,0,0,0.83626,0,0,0,0,0.35874,0,0,0,0,0,0.05092,0.00451,0,0.47677,0.22162,0,0,0,0,0,0.25945,0,0,0,0.02709,0,0,0,0,0.1005,0.00486,0.11922,0,0,0,0,0,0,0,0,1.1398,0.05186,0,0
s__GGB9602_SGB15028,,,,,,,,,,,,,,,,0.01794,0,0.0,0,0.30897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02335,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0.02226,0,0,0,0,0,0,0,0,0.00175,0,0,0,0,0,0,0.05979,0,0,0,0,0,0,0,0,0.01187,0,0.02886,0,0,0,0,0,0,0,0,0.42975,0,0,0
s__Blautia_sp_Marseille_P3087,,,,,,,,,,,,,,,,0.0169,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02463,0,0,0,0,0,0,0,0,0,0,0,0.00469,0,0
s__Alistipes_SGB2300,,,,,,,,,,,,,,,,0.01561,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29425,0,0,0,0,0,0,0,0,1.27822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40855,0,0
s__GGB9767_SGB15385,,,,,,,,,,,,,,,,0.01553,0,0.0,0,0.0492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11245,0,0,0,0,0,0,0,0,0,1.19141,0.02664,0,0.07283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14154,0,0,0,0.01746,0,0,0,0,0.01818,0,0,0,0,0,0,0,0,0,0,0.30131,0,0,0
s__Oscillospiraceae_unclassified_SGB4197,,,,,,,,,,,,,,,,0.0151,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80923,0,0
s__GGB9264_SGB14212,,,,,,,,,,,,,,,,0.01497,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Oscillospiraceae_bacterium_NSJ_50,,,,,,,,,,,,,,,,0.01451,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246,0,0,0,0,0,0,0,0,0,0,0,0.02773,0,0
s__GGB9628_SGB15082,,,,,,,,,,,,,,,,0.01448,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Corynebacterium_SGB6370,,,,,,,,,,,,,,,,0.01385,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02899,0,0,0,0,0,0,0,0,0,0,0,0.04278,0,0
s__GGB9444_SGB14834,,,,,,,,,,,,,,,,0.01347,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9635_SGB15102,,,,,,,,,,,,,,,,0.01332,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9424_SGB14794,,,,,,,,,,,,,,,,0.01289,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3627_SGB4906,,,,,,,,,,,,,,,,0.01261,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198,0,0,0,0,0,0,0,0,0,0,0,0,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB2996_SGB3983,,,,,,,,,,,,,,,,0.01199,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Butyricicoccus_SGB14990,,,,,,,,,,,,,,,,0.01174,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748,0,0,0,0,0,0,0.04618,0,0,0,0,0,0,0,0,0,0,0.05136,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3626_SGB4905,,,,,,,,,,,,,,,,0.01161,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01958,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9691_SGB15198,,,,,,,,,,,,,,,,0.0108,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54287,0,0,0,0,0,0,0,0,0.41472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08289,0,0
s__GGB4642_SGB6422,,,,,,,,,,,,,,,,0.01014,0,0.0,0,0.00638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28023,0,0,0,0,0,0,0,0,0.08451,0,0,0,0.17991,0,0.01285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08305,0,0,0,0,0,0,0,0,0,0,0,0.0335,0,0,0
s__Candidatus_Heteroscilispira_lomanii,,,,,,,,,,,,,,,,0.01011,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9636_SGB15107,,,,,,,,,,,,,,,,0.01009,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21459,0,0,0,0,0,0,0,0,0,0.00724,0,0,0,0,0,0,0,0,0.00858,0,0,0,0,0,0,0.01104,0,0,0,0.06898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02482,0.08111,0,0
s__GGB4602_SGB6365,,,,,,,,,,,,,,,,0.00865,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15574,0,0,0,0,0,0,0,0,0
s__GGB59744_SGB2275,,,,,,,,,,,,,,,,0.00853,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9094_SGB14025,,,,,,,,,,,,,,,,0.00811,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90459,0,0
s__GGB34228_SGB72916,,,,,,,,,,,,,,,,0.00808,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069,0,0.00193,0,0,0,0,0,0.0075,0,0,0,0.02606,0,0
s__GGB9634_SGB15097,,,,,,,,,,,,,,,,0.00773,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB80055_SGB4053,,,,,,,,,,,,,,,,0.00768,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB79634_SGB101324,,,,,,,,,,,,,,,,0.00749,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB4773_SGB6607,,,,,,,,,,,,,,,,0.00672,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9243_SGB14185,,,,,,,,,,,,,,,,0.00669,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_SGB6177,,,,,,,,,,,,,,,,0.00659,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Gemmiger_SGB15301,,,,,,,,,,,,,,,,0.00578,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9445_SGB14835,,,,,,,,,,,,,,,,0.00544,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_sp_1001270J_160509_D11,,,,,,,,,,,,,,,,0.00516,0,0.0,0,0,0,0,0,0,0,0,0,0.00023,0,0,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9737_SGB15309,,,,,,,,,,,,,,,,0.00487,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07742,0,0.00168,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerococcus_SGB4342,,,,,,,,,,,,,,,,0.00453,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0.04273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_faecalis,,,,,,,,,,,,,,,,0.00434,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_sp_AF12_28,,,,,,,,,,,,,,,,0.00431,0,0.0,0,0,0,0,0,0.03663,0,0,0,0,0,0,0,0,0.01595,0,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0.00881,0,0,0,0,0,0,0,0,0,0,0,0,0.06234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01357,0,0.0365,0.02458,0,0,0,0,0,0,0,0,0.00735,0,0
s__Ruminococcaceae_bacterium_D5,,,,,,,,,,,,,,,,0.00377,0.01875,0.0,0,0,0,0.01045,0,0,0.04196,0,0,0,0,0,0,0,0,0,0,0.00081,0,0.02946,0.03982,0,0,0,0,0,0.01983,0,0,0,0,0,0,0,0,0,0,0.00515,0,0,0,0.0136,0,0,0,0,0,0.13974,0,0,0,0,0,0,0.00231,0,0,0,0,0,0,0,0,0,0.03711,0,0,0,0,0.02414,0
s__GGB3351_SGB4434,,,,,,,,,,,,,,,,0.00374,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098,0,0,0,0,0,0,0,0,0.00506,0,0,0
s__Blautia_faecicola,,,,,,,,,,,,,,,,0.00338,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00713,0.00052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01831,0,0,0,0,0,0,0,0,0,0,0.03075,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerosacchariphilus_sp_NSJ_68,,,,,,,,,,,,,,,,0.00334,0,0.0,0,0,0,0.00784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135,0,0,0,0,0,0,0,0,0.01005,0,0,0,0,0,0,0,0,0.00508,0,0,0,0,0,0,0.0136,0,0,0,0,0,0,0,0,0,0,0.00193,0,0.00834
s__GGB13493_SGB15238,,,,,,,,,,,,,,,,0.00316,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02306,0,0,0
s__Clostridiaceae_unclassified_SGB15090,,,,,,,,,,,,,,,,0.00293,0,0.0,0,0,0,0.57175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49109,0,0,1.73168,0,0,0,0,0,0,0.0745,0,0,0,0,0,0.89532,0.12109,0,0.01715,0.19275,0,0,0,0,0,0,0,0,0,0.03297,0,0,0,0,0.02014,0.30683,0,0,0,0,0,0,0,0,0,0.02945,0,0,0
s__Streptococcus_thermophilus,,,,,,,,,,,,,,,,0.00289,0,0.0,0,0,0,0,0,0,0,0,0,0,0.01901,0,0,0.02389,0.02671,0,0.0051,0.0081,0,0.00503,0,0,0.07506,0,0,0,0,0,0,0,0,0.00963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04579,0.01295,0,0,0,0,0,0,0,0.01401,0,0,0,0,0.00235
s__GGB3570_SGB4777,,,,,,,,,,,,,,,,0.00262,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226,0,0,0,0,0,0,0,0,0,0,0,0.00173,0,0
s__Clostridium_sp_NSJ_42,,,,,,,,,,,,,,,,0.00254,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Cloacibacillus_porcorum,,,,,,,,,,,,,,,,0.00241,0,0.0,0,0,0,0.01373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB33665_SGB47358,,,,,,,,,,,,,,,,0.00202,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB6127_SGB8773,,,,,,,,,,,,,,,,0.00192,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_SGB4909,,,,,,,,,,,,,,,,0.00184,0,0.0,0,0,0,0.76951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77933,0,0,0,0,0,0,0,0,0.37853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10506,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9545_SGB14951,,,,,,,,,,,,,,,,0.00179,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05181,0,0,0,0.09681,0,0,0,0,0,0,0,0,0,0,0.00877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9616_SGB15062,,,,,,,,,,,,,,,,0.00162,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Parabacteroides_gordonii,,,,,,,,,,,,,,,,0.00156,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9630_SGB15084,,,,,,,,,,,,,,,,0.00149,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB74370_SGB15017,,,,,,,,,,,,,,,,0.00123,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB4584_SGB6338,,,,,,,,,,,,,,,,0.00119,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01141,0,0,0,0,0,0,0,0.27611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9364_SGB14339,,,,,,,,,,,,,,,,0.00088,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9708_SGB15235,,,,,,,,,,,,,,,,0.00051,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB2227,,,,,,,,,,,,,,,,5.89951,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4191,,,,,,,,,,,,,,,,2.6604,0.0912,0.0,0,0.09783,0,0,0.23243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09692,0,0,0,0,0,0,0,0,0.54043,0,1.10377,0,0.61626,0,0.01632,0,0,0,0,0,0,0,0,0.15366,0,0,0,0,0,0,0.48,0,0.17524,0.14698,0,0,0.01784,0.23644,0,0,0,0,0.04796,0,0,0,0,0,0.02232,0.05382,0.11503,0
t__SGB15356,,,,,,,,,,,,,,,,0.42126,0,0.0,0,1.44481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31995,0,0,0,1.14055,0,0,0,0,0,2.2095,0,3.29926,0,0.2804,0,0,0,0,0,0,0.15979,0,0.67906,0,0,0.48855,0,0.19257,0,0.6562,0,0,0,0.40466,0,0,0.11193,0,0,0,2.05701,0,0,0,0,0,0.01624,0,0,0.64243,3.44052,1.26259,0
t__SGB5116,,,,,,,,,,,,,,,,0.39448,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6328,,,,,,,,,,,,,,,,0.39369,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06147,0,0,0,0,0,0,0,0,0,0.5025,0,0,0,0,0,0,0,0,0,0,0,0,0.39491,0,0
t__SGB5065,,,,,,,,,,,,,,,,0.39339,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5066,,,,,,,,,,,,,,,,0.34964,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4348,,,,,,,,,,,,,,,,0.34831,0,0.0,0,0,0,0,0.14813,0,0,0,0,0,0,0,0,0,0,0,0,0.13015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28402,0,0,0,0,0,0.31461,0,0,0,0.50303,0,0,0,0,0,0,0,0,0,0,0,0,0.34782,0,0
t__SGB4886,,,,,,,,,,,,,,,,0.33505,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03051,0,0,0,0,0,0,0,0.13361,0.84868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19525,0.30151,0.22786,0,0.01268,0,0.10898,0,0,0,0,0,0,0,0,0,0,0,0,0.15493,0,0
t__SGB15035,,,,,,,,,,,,,,,,0.32884,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
