Abundance,HSM6XRT2,HSM7CZ2L,ESM5GEZ3,HSM5MD59,HSM67VFX,MSM9VZMQ,HSM67VGA,HSM5MD6U,HSM7CYYZ,ESM5GEYU,HSM5MD8B,MSM79H94,MSM6J2M3,HSM67VGE,HSM67VDX,HSM5MD6O,HSM5MD8N,HSM6XRQC,CSM79HGR,HSM5MD6G,HSM7CZ2J,MSM6J2PQ,PSM6XBTZ,HSM5MD82,HSM67VG2,HSM5MD6S,HSM5MD6I,HSM67VGI,HSM5MD5D,HSM6XRTG,HSM5MD6K,PSM7J19X,HSM5MD8H,HSM67VDR,HSM5MD8D,HSM5MD5F,HSM6XRSZ,HSM6XRTE,HSM6XRSX,MSM79H52,HSM5MD5B,ESM5GEZ1,HSM7CYYV,HSM5MD8P,HSM6XRT4,MSM79H8J,CSM6J2H9,MSM6J2JF,HSM5MD57,MSM79HCN,HSM67VG6,HSM6XRTC,HSM6XRT6,ESM5ME9H,HSM67VDT,MSM9VZFJ,HSM5MD8L,HSM7CYYR,HSMA33J1,HSM5MD6E,HSM5MD8A,HSM5MD5Z,MSM6J2JH,HSM6XRTA,ESM5MEBP
c__CFGB3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36146,0,0,0,0,0,0.01343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB76428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB2394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB76101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23241,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24103,0,0
o__OFGB3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB75715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB9718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01511,0,0,0,0,0,0,0.01802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Enterococcaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03172,0,0,0,0,0,0,0,0,0,0
f__FGB1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36146,0,0,0,0,0,0.01343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB76428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB2394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB76101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23241,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24103,0,0
f__Muribaculaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB75715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB9718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01511,0,0,0,0,0,0,0.01802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB33512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03172,0,0,0,0,0,0,0,0,0,0
g__Massilimicrobiota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Massilistercora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Massilicoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2355,0,0,0,0,0,0.01343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23241,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB47687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24103,0,0
g__GGB3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02565,0,0
g__GGB3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11064,0,0,0,0,0,0,0,0,0,0.14529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB79652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB38744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB80003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195,0,0,0,0,0,0,0,0,0,0,0
g__GGB3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB58158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB1680_SGB2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB33512_SGB15201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03172,0,0,0,0,0,0,0,0,0,0
s__Massilimicrobiota_timonensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9770_SGB15389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3167_SGB4181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3451_SGB4605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9611_SGB15045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Massilistercora_timonensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Massilicoli_timonensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3602_SGB4574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9782_SGB15403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9117_SGB14050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB6544_SGB9242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3002_SGB3993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3033_SGB4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2355,0,0,0,0,0,0.01343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3499_SGB4674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23241,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB47687_SGB2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24103,0,0
s__Bacteroides_SGB15210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3004_SGB3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9694_SGB15204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3583_SGB4799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9775_SGB15395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02565,0,0
s__GGB3513_SGB4691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3034_SGB4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9086_SGB14014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11064,0,0,0,0,0,0,0,0,0,0.14529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9453_SGB14845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10299,0,0,0,0,0,0,0,0.03133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Blautia_caecimuris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01006,0,0,0,0
s__GGB9499_SGB72735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Desulfovibrio_fairfieldensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04674,0,0,0,0.06423,0,0,0,0,0,0
s__Collinsella_SGB62935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Flavonifractor_sp_An10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9359_SGB14334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9765_SGB15382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB79652_SGB15211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Mediterraneibacter_SGB48424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB38744_SGB14842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9469_SGB14863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9781_SGB66170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB80003_SGB14846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3510_SGB4687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195,0,0,0,0,0,0,0,0,0,0,0
s__GGB3569_SGB4776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB58158_SGB79798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_sp_Marseille_P3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169,0,0,0,0
s__GGB9781_SGB15402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03172,0,0,0,0,0,0,0,0,0,0
t__SGB6767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB9242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2355,0,0,0,0,0,0.01343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23241,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24103,0,0
t__SGB15210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02565,0,0
t__SGB4691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11064,0,0,0,0,0,0,0,0,0,0.14529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10299,0,0,0,0,0,0,0,0.03133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01006,0,0,0,0
t__SGB72735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04674,0,0,0,0.06423,0,0,0,0,0,0
